crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Murder , 0 , 0 , 0 , 1 , 1 , 0
Rape , 0 , 0 , 0 , 1 , 0 , 0
Firearm , 0 , 0 , 0 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 1 , 1 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 1 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 1 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 1 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 3 , 0 , 11 , 19 , 11 , 0
Forcible Entry , 3 , 0 , 4 , 4 , 4 , 0
Unlawful Entry , 2 , 0 , 4 , 1 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 0 , 1 , 0 , 0
Larceny - Theft , 8 , 0 , 57 , 44 , 5 , 0
Autos , 1 , 0 , 2 , 0 , 0 , 0
Other Vehicle , 1 , 0 , 1 , 1 , 0 , 0
