crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 2 , 3 , 2 , 2
Gun , 0 , 0 , 0 , 1 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 2 , 2 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 0 , 3 , 3 , 1
"Simple (Hands, Fists, Feet, etc.) ", 5 , 0 , 21 , 19 , 9 , 1
Forcible Entry , 3 , 0 , 11 , 10 , 1 , 0
Unlawful Entry , 2 , 0 , 7 , 10 , 2 , 1
Attempted Forcible Entry , 0 , 0 , 1 , 1 , 0 , 0
Larceny - Theft , 22 , 0 , 54 , 43 , 6 , 1
Autos , 0 , 0 , 4 , 0 , 0 , 0
Other Vehicle , 0 , 0 , 1 , 0 , 0 , 0
