crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Murder , 0 , 0 , 2 , 0 , 0 , 0
Rape , 0 , 0 , 0 , 3 , 0 , 0
Firearm , 1 , 0 , 2 , 1 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 1 , 0 , 3 , 0 , 0 , 0
Gun , 0 , 0 , 0 , 2 , 1 , 1
Knife or Cutting Instrument , 0 , 0 , 2 , 1 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 1 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 1 , 0 , 2 , 4 , 3 , 1
"Simple (Hands, Fists, Feet, etc.) ", 8 , 0 , 35 , 25 , 12 , 2
Forcible Entry , 0 , 0 , 20 , 1 , 0 , 0
Unlawful Entry , 1 , 0 , 8 , 6 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 1 , 0 , 0 , 0
Larceny - Theft , 9 , 0 , 80 , 39 , 0 , 0
Autos , 0 , 0 , 3 , 2 , 0 , 0
