crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 1 , 0 , 9 , 2 , 0 , 0
Firearm , 1 , 0 , 2 , 1 , 1 , 1
Knife or Cutting Instrument , 0 , 0 , 3 , 1 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 3 , 2 , 1
"Strong Arm (Hands, Fists, etc.) ", 3 , 0 , 13 , 9 , 3 , 1
Gun , 0 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 3 , 0 , 15 , 3 , 3 , 0
Other Dangerous Weapon , 5 , 0 , 19 , 9 , 3 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 2 , 0 , 15 , 6 , 4 , 0
"Simple (Hands, Fists, Feet, etc.) ", 32 , 0 , 122 , 106 , 43 , 2
Forcible Entry , 18 , 0 , 50 , 14 , 12 , 0
Unlawful Entry , 2 , 0 , 16 , 5 , 1 , 0
Attempted Forcible Entry , 1 , 0 , 5 , 3 , 1 , 0
Larceny - Theft , 43 , 0 , 224 , 170 , 60 , 2
Autos , 3 , 0 , 12 , 6 , 0 , 0
Trucks and Buses , 1 , 0 , 4 , 4 , 0 , 0
