crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Murder , 0 , 0 , 0 , 1 , 1 , 0
Rape , 0 , 0 , 0 , 1 , 0 , 0
Firearm , 0 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 1 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 2 , 0 , 0 , 0
Knife or Cutting Instrument , 1 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 1 , 1 , 1
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 1 , 2 , 2 , 0
"Simple (Hands, Fists, Feet, etc.) ", 4 , 0 , 23 , 13 , 13 , 2
Forcible Entry , 0 , 0 , 5 , 5 , 0 , 0
Unlawful Entry , 0 , 0 , 0 , 1 , 0 , 0
Larceny - Theft , 14 , 0 , 89 , 83 , 38 , 6
Autos , 1 , 0 , 5 , 1 , 0 , 0
Trucks and Buses , 0 , 0 , 1 , 0 , 0 , 0
