crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 1 , 1 , 0 , 0
Firearm , 3 , 0 , 13 , 5 , 2 , 0
Other Dangerous Weapon , 1 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 1 , 0 , 2 , 3 , 2 , 0
Gun , 0 , 0 , 4 , 2 , 0 , 0
Knife or Cutting Instrument , 1 , 0 , 3 , 1 , 0 , 0
Other Dangerous Weapon , 2 , 0 , 4 , 7 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 1 , 0 , 8 , 7 , 3 , 0
"Simple (Hands, Fists, Feet, etc.) ", 13 , 0 , 56 , 30 , 5 , 0
Forcible Entry , 4 , 0 , 17 , 15 , 5 , 0
Unlawful Entry , 1 , 0 , 11 , 8 , 1 , 0
Attempted Forcible Entry , 2 , 0 , 6 , 2 , 0 , 0
Larceny - Theft , 28 , 0 , 115 , 79 , 16 , 1
Autos , 5 , 0 , 21 , 28 , 2 , 0
Trucks and Buses , 1 , 0 , 5 , 1 , 0 , 0
Other Vehicle , 0 , 0 , 1 , 1 , 0 , 0
