crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Firearm , 0 , 0 , 0 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 1 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 4 , 0 , 14 , 13 , 12 , 1
Forcible Entry , 0 , 0 , 4 , 0 , 0 , 0
Unlawful Entry , 0 , 0 , 2 , 2 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 4 , 0 , 0 , 0
Larceny - Theft , 4 , 0 , 50 , 40 , 15 , 1
Autos , 0 , 0 , 1 , 2 , 0 , 0
Trucks and Buses , 0 , 0 , 0 , 1 , 0 , 0
