crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 1 , 2 , 0 , 0
Attempted Rape , 0 , 0 , 0 , 1 , 0 , 0
Firearm , 1 , 0 , 5 , 6 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 4 , 3 , 2 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 2 , 1 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 12 , 12 , 5 , 1
Gun , 0 , 0 , 1 , 3 , 0 , 0
Knife or Cutting Instrument , 6 , 0 , 9 , 4 , 3 , 0
Other Dangerous Weapon , 4 , 0 , 16 , 20 , 13 , 3
"Aggravated (Hands, Fists, Feet, etc.) ", 5 , 0 , 20 , 10 , 5 , 0
"Simple (Hands, Fists, Feet, etc.) ", 51 , 0 , 198 , 144 , 112 , 9
Forcible Entry , 15 , 0 , 81 , 50 , 9 , 0
Unlawful Entry , 3 , 0 , 19 , 19 , 2 , 0
Attempted Forcible Entry , 0 , 0 , 5 , 6 , 0 , 0
Larceny - Theft , 77 , 0 , 388 , 296 , 74 , 6
Autos , 5 , 0 , 40 , 26 , 2 , 0
Trucks and Buses , 1 , 0 , 6 , 5 , 0 , 0
Other Vehicle , 0 , 0 , 0 , 1 , 0 , 0
