crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Firearm , 1 , 0 , 5 , 2 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 0 , 0
Other Dangerous Weapon , 1 , 0 , 2 , 1 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 2 , 0 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 0 , 3 , 3 , 0
"Simple (Hands, Fists, Feet, etc.) ", 19 , 0 , 61 , 13 , 27 , 5
Forcible Entry , 0 , 0 , 9 , 14 , 2 , 0
Unlawful Entry , 2 , 0 , 5 , 4 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 3 , 7 , 1 , 0
Larceny - Theft , 37 , 0 , 163 , 68 , 15 , 3
Autos , 3 , 0 , 8 , 3 , 1 , 1
Other Vehicle , 0 , 0 , 2 , 0 , 0 , 0
