crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Firearm , 0 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 1 , 0 , 2 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 2 , 4 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 1 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 2 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 7 , 0 , 28 , 13 , 6 , 1
Forcible Entry , 0 , 0 , 20 , 8 , 1 , 0
Unlawful Entry , 0 , 0 , 7 , 7 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 6 , 3 , 0 , 0
Larceny - Theft , 8 , 0 , 32 , 21 , 0 , 0
Autos , 0 , 0 , 0 , 3 , 0 , 0
