crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 1 , 1 , 0 , 0
Attempted Rape , 0 , 0 , 0 , 1 , 0 , 0
Firearm , 1 , 0 , 4 , 4 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 4 , 1 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 2 , 0 , 4 , 4 , 1 , 0
Gun , 0 , 0 , 0 , 3 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 2 , 3 , 1 , 0
Other Dangerous Weapon , 1 , 0 , 6 , 3 , 2 , 1
"Aggravated (Hands, Fists, Feet, etc.) ", 3 , 0 , 9 , 2 , 2 , 0
"Simple (Hands, Fists, Feet, etc.) ", 13 , 0 , 69 , 55 , 23 , 0
Forcible Entry , 3 , 0 , 22 , 12 , 0 , 0
Unlawful Entry , 2 , 0 , 9 , 5 , 0 , 0
Attempted Forcible Entry , 2 , 0 , 10 , 6 , 0 , 0
Larceny - Theft , 28 , 0 , 124 , 65 , 3 , 0
Autos , 1 , 0 , 5 , 2 , 0 , 0
Trucks and Buses , 0 , 0 , 1 , 0 , 0 , 0
Other Vehicle , 0 , 0 , 4 , 1 , 0 , 0
