crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 0 , 3 , 1 , 0
Firearm , 0 , 0 , 1 , 1 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 2 , 1 , 0
"Strong Arm (Hands, Fists, etc.) ", 1 , 0 , 2 , 1 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 3 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 3 , 2 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 4 , 0 , 8 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 20 , 0 , 82 , 56 , 16 , 0
Forcible Entry , 6 , 0 , 24 , 9 , 1 , 0
Unlawful Entry , 4 , 0 , 10 , 14 , 6 , 0
Attempted Forcible Entry , 0 , 0 , 3 , 2 , 0 , 0
Larceny - Theft , 22 , 0 , 125 , 79 , 10 , 0
Autos , 1 , 0 , 8 , 7 , 0 , 0
Other Vehicle , 0 , 0 , 2 , 0 , 0 , 0
