crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 1 , 1 , 1 , 0
Attempted Rape , 0 , 0 , 0 , 3 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 1 , 0 , 1 , 1 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 1 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 5 , 5 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 2 , 2 , 2 , 0
"Simple (Hands, Fists, Feet, etc.) ", 12 , 0 , 46 , 49 , 34 , 8
Forcible Entry , 2 , 0 , 15 , 4 , 1 , 0
Unlawful Entry , 3 , 0 , 6 , 4 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 6 , 9 , 0 , 0
Larceny - Theft , 11 , 0 , 67 , 63 , 13 , 1
