crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Knife or Cutting Instrument , 0 , 0 , 3 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 1 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 0 , 1 , 1 , 0
Other Dangerous Weapon , 1 , 0 , 1 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 2 , 0 , 10 , 2 , 2 , 0
Forcible Entry , 0 , 0 , 3 , 5 , 1 , 0
Unlawful Entry , 0 , 0 , 1 , 0 , 0 , 0
Larceny - Theft , 1 , 0 , 7 , 7 , 2 , 0
Autos , 1 , 0 , 2 , 0 , 0 , 0
Other Vehicle , 0 , 0 , 1 , 0 , 0 , 0
