crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Firearm , 0 , 0 , 0 , 0 , 1 , 0
Knife or Cutting Instrument , 0 , 1 , 0 , 1 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 2 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 1 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 3 , 3 , 15 , 11 , 4 , 1
Forcible Entry , 1 , 0 , 4 , 3 , 0 , 0
Unlawful Entry , 1 , 0 , 6 , 4 , 0 , 0
Attempted Forcible Entry , 0 , 1 , 0 , 2 , 0 , 0
Larceny - Theft , 15 , 8 , 43 , 48 , 0 , 0
Autos , 0 , 0 , 0 , 1 , 0 , 0
