crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 1 , 0 , 1 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 1 , 1 , 1 , 4 , 4 , 0
Gun , 0 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 1 , 0 , 1 , 0 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 0 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 5 , 1 , 20 , 11 , 9 , 1
Forcible Entry , 0 , 1 , 1 , 3 , 2 , 0
Unlawful Entry , 1 , 1 , 2 , 6 , 2 , 0
Attempted Forcible Entry , 0 , 0 , 0 , 1 , 1 , 0
Larceny - Theft , 22 , 15 , 84 , 65 , 22 , 2
Autos , 0 , 1 , 2 , 2 , 0 , 0
Other Vehicle , 0 , 0 , 1 , 0 , 0 , 0
