crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 1 , 0 , 0 , 0
Attempted Rape , 0 , 0 , 0 , 1 , 0 , 0
Firearm , 0 , 0 , 2 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 0 , 1 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 3 , 1 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 2 , 0 , 17 , 21 , 21 , 0
Forcible Entry , 1 , 0 , 9 , 5 , 0 , 0
Unlawful Entry , 0 , 0 , 1 , 2 , 1 , 0
Larceny - Theft , 10 , 0 , 30 , 19 , 7 , 0
Autos , 0 , 0 , 3 , 0 , 0 , 0
