crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 1 , 0 , 1 , 0 , 0 , 0
Firearm , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 3 , 2 , 2 , 0
Gun , 0 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 3 , 3 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 1 , 0 , 1 , 1 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 7 , 0 , 44 , 35 , 23 , 0
Forcible Entry , 6 , 0 , 11 , 10 , 3 , 0
Unlawful Entry , 1 , 0 , 3 , 12 , 3 , 0
Attempted Forcible Entry , 1 , 0 , 2 , 1 , 0 , 0
Larceny - Theft , 20 , 0 , 123 , 116 , 48 , 4
Autos , 0 , 0 , 0 , 5 , 1 , 0
Other Vehicle , 0 , 0 , 3 , 0 , 0 , 0
