crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 0 , 1 , 0 , 0
Firearm , 0 , 0 , 0 , 1 , 1 , 1
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 0 , 2 , 1 , 0
Gun , 0 , 0 , 1 , 3 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 3 , 0 , 0 , 0
Other Dangerous Weapon , 1 , 0 , 2 , 1 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 1 , 2 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 7 , 0 , 30 , 14 , 10 , 1
Forcible Entry , 0 , 0 , 4 , 3 , 2 , 0
Unlawful Entry , 2 , 0 , 4 , 5 , 0 , 0
Attempted Forcible Entry , 1 , 0 , 4 , 4 , 1 , 0
Larceny - Theft , 11 , 0 , 55 , 24 , 16 , 0
Autos , 1 , 0 , 4 , 3 , 1 , 0
Other Vehicle , 1 , 0 , 1 , 1 , 0 , 0
