crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 1 , 0 , 0 , 0
Firearm , 1 , 0 , 2 , 2 , 2 , 1
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 2 , 0 , 7 , 1 , 1 , 0
Gun , 0 , 0 , 0 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 9 , 0 , 40 , 35 , 32 , 1
Forcible Entry , 4 , 0 , 16 , 5 , 5 , 0
Unlawful Entry , 0 , 0 , 2 , 1 , 1 , 0
Attempted Forcible Entry , 0 , 0 , 1 , 3 , 1 , 0
Larceny - Theft , 31 , 0 , 101 , 58 , 21 , 4
Autos , 6 , 0 , 11 , 8 , 0 , 0
