crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 1 , 0 , 2 , 1 , 1 , 0
Firearm , 0 , 0 , 1 , 2 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 1 , 0 , 2 , 1 , 0 , 0
Gun , 0 , 0 , 0 , 1 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 0 , 0
Other Dangerous Weapon , 1 , 0 , 3 , 0 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 1 , 0 , 5 , 8 , 5 , 1
"Simple (Hands, Fists, Feet, etc.) ", 16 , 0 , 94 , 51 , 21 , 2
Forcible Entry , 7 , 0 , 22 , 13 , 0 , 0
Unlawful Entry , 2 , 0 , 6 , 4 , 0 , 0
Attempted Forcible Entry , 2 , 0 , 5 , 4 , 0 , 0
Larceny - Theft , 34 , 0 , 129 , 88 , 4 , 1
Autos , 3 , 0 , 14 , 3 , 0 , 0
Trucks and Buses , 0 , 0 , 0 , 5 , 0 , 0
Other Vehicle , 0 , 0 , 0 , 4 , 0 , 0
