crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 1 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 1 , 1 , 1 , 1
"Simple (Hands, Fists, Feet, etc.) ", 13 , 0 , 42 , 19 , 16 , 1
Forcible Entry , 0 , 0 , 1 , 1 , 0 , 0
Unlawful Entry , 0 , 0 , 4 , 2 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 3 , 1 , 0 , 0
Larceny - Theft , 3 , 0 , 15 , 13 , 6 , 0
Other Vehicle , 0 , 0 , 0 , 3 , 0 , 0
