crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 2 , 0 , 2 , 0 , 0
Gun , 0 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 2 , 0 , 2 , 2 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 2 , 0 , 3 , 4 , 3 , 1
"Simple (Hands, Fists, Feet, etc.) ", 1 , 6 , 19 , 21 , 14 , 0
Forcible Entry , 0 , 0 , 4 , 8 , 0 , 0
Unlawful Entry , 0 , 0 , 3 , 2 , 0 , 0
Attempted Forcible Entry , 1 , 0 , 2 , 1 , 0 , 0
Larceny - Theft , 12 , 24 , 67 , 78 , 30 , 1
Autos , 0 , 1 , 3 , 3 , 1 , 0
