crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 1 , 0 , 0 , 0
Firearm , 0 , 0 , 8 , 4 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 2 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 4 , 0 , 15 , 4 , 2 , 0
Gun , 0 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 1 , 0 , 1 , 1 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 3 , 5 , 4 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 1 , 0 , 7 , 3 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 11 , 0 , 48 , 47 , 10 , 0
Forcible Entry , 11 , 0 , 44 , 12 , 2 , 0
Unlawful Entry , 2 , 0 , 9 , 0 , 0 , 0
Attempted Forcible Entry , 2 , 0 , 7 , 3 , 1 , 0
Larceny - Theft , 62 , 0 , 237 , 197 , 98 , 7
Autos , 7 , 0 , 28 , 18 , 0 , 0
Trucks and Buses , 0 , 0 , 0 , 1 , 0 , 0
Other Vehicle , 0 , 0 , 1 , 2 , 0 , 0
