crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 0 , 1 , 0 , 0
Firearm , 0 , 0 , 2 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 1 , 0
"Strong Arm (Hands, Fists, etc.) ", 3 , 0 , 4 , 1 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 2 , 1 , 1
Other Dangerous Weapon , 0 , 0 , 1 , 1 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 2 , 2 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 13 , 0 , 33 , 27 , 18 , 2
Forcible Entry , 1 , 0 , 4 , 7 , 4 , 0
Unlawful Entry , 0 , 0 , 0 , 3 , 2 , 0
Larceny - Theft , 25 , 0 , 58 , 53 , 10 , 0
Autos , 0 , 0 , 0 , 0 , 0 , 0
