crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 0 , 4 , 3 , 0
Firearm , 0 , 0 , 1 , 2 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 2 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 2 , 1 , 1 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 4 , 5 , 1 , 0
Gun , 1 , 0 , 4 , 2 , 0 , 0
Knife or Cutting Instrument , 1 , 0 , 3 , 2 , 2 , 0
Other Dangerous Weapon , 2 , 0 , 8 , 5 , 4 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 2 , 0 , 2 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 17 , 0 , 51 , 59 , 22 , 0
Forcible Entry , 2 , 0 , 12 , 13 , 2 , 1
Unlawful Entry , 6 , 0 , 11 , 20 , 2 , 0
Attempted Forcible Entry , 0 , 0 , 0 , 2 , 0 , 0
Larceny - Theft , 21 , 0 , 52 , 68 , 7 , 1
Autos , 1 , 0 , 8 , 5 , 0 , 0
