crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Firearm , 2 , 3 , 3 , 5 , 0 , 0
Knife or Cutting Instrument , 1 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 2 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 4 , 1 , 5 , 4 , 1 , 0
Gun , 0 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 1 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 1 , 8 , 5 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 3 , 4 , 13 , 19 , 3 , 0
"Simple (Hands, Fists, Feet, etc.) ", 14 , 5 , 54 , 36 , 18 , 0
Forcible Entry , 1 , 2 , 4 , 3 , 0 , 0
Unlawful Entry , 0 , 0 , 1 , 1 , 1 , 0
Attempted Forcible Entry , 1 , 0 , 3 , 1 , 0 , 0
Larceny - Theft , 7 , 4 , 25 , 18 , 2 , 0
