crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 1 , 0 , 1 , 0 , 0 , 0
Firearm , 0 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 2 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 1 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 4 , 0 , 12 , 17 , 10 , 0
Forcible Entry , 0 , 0 , 9 , 4 , 0 , 0
Unlawful Entry , 2 , 0 , 3 , 2 , 0 , 0
Attempted Forcible Entry , 1 , 0 , 3 , 0 , 0 , 0
Larceny - Theft , 11 , 0 , 28 , 23 , 1 , 1
Autos , 0 , 0 , 0 , 1 , 0 , 0
Other Vehicle , 1 , 0 , 2 , 2 , 0 , 0
