crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 1 , 3 , 2 , 0 , 0
Firearm , 0 , 0 , 4 , 1 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 3 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 1 , 0 , 8 , 8 , 5 , 3
Gun , 0 , 0 , 0 , 1 , 0 , 0
Knife or Cutting Instrument , 3 , 1 , 8 , 1 , 0 , 0
Other Dangerous Weapon , 1 , 2 , 5 , 7 , 5 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 13 , 5 , 40 , 18 , 11 , 0
"Simple (Hands, Fists, Feet, etc.) ", 28 , 31 , 127 , 121 , 66 , 2
Forcible Entry , 1 , 3 , 15 , 14 , 3 , 0
Unlawful Entry , 2 , 8 , 9 , 21 , 12 , 0
Attempted Forcible Entry , 0 , 0 , 1 , 0 , 0 , 0
Larceny - Theft , 75 , 78 , 301 , 241 , 34 , 3
Autos , 5 , 3 , 18 , 6 , 0 , 0
Other Vehicle , 0 , 1 , 0 , 5 , 0 , 0
