crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 0 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 2 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 5 , 0 , 21 , 0 , 0 , 0
Forcible Entry , 1 , 0 , 10 , 0 , 0 , 0
Unlawful Entry , 4 , 0 , 10 , 0 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 1 , 0 , 0 , 0
Larceny - Theft , 13 , 0 , 81 , 0 , 0 , 0
Autos , 0 , 0 , 1 , 0 , 0 , 0
Other Vehicle , 0 , 0 , 2 , 0 , 0 , 0
