crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 0 , 0 , 0 , 0
Firearm , 0 , 0 , 3 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 1 , 1 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 1 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 6 , 0 , 12 , 6 , 5 , 0
Forcible Entry , 0 , 0 , 2 , 1 , 1 , 0
Unlawful Entry , 0 , 0 , 1 , 0 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 2 , 0 , 0 , 0
Larceny - Theft , 12 , 0 , 35 , 12 , 0 , 0
Autos , 0 , 0 , 4 , 1 , 1 , 0
