crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 0 , 1 , 0 , 0
Firearm , 3 , 0 , 5 , 3 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 1 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 2 , 0 , 5 , 3 , 0 , 0
Gun , 0 , 0 , 0 , 1 , 0 , 0
Knife or Cutting Instrument , 1 , 0 , 1 , 2 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 1 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 1 , 1 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 2 , 0 , 12 , 10 , 6 , 0
Forcible Entry , 2 , 0 , 12 , 12 , 1 , 0
Unlawful Entry , 0 , 0 , 4 , 6 , 1 , 0
Attempted Forcible Entry , 1 , 0 , 3 , 3 , 0 , 0
Larceny - Theft , 16 , 0 , 65 , 66 , 19 , 0
Autos , 2 , 0 , 8 , 8 , 0 , 0
