crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Attempted Rape , 0 , 0 , 0 , 1 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 1 , 2 , 0 , 0
Other Dangerous Weapon , 1 , 0 , 4 , 0 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 2 , 1 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 2 , 0 , 13 , 10 , 10 , 1
Forcible Entry , 0 , 0 , 5 , 0 , 0 , 0
Unlawful Entry , 1 , 0 , 4 , 0 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 1 , 0 , 0 , 0
Larceny - Theft , 9 , 0 , 42 , 40 , 1 , 0
Autos , 0 , 0 , 2 , 3 , 1 , 0
