crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Murder , 0 , 0 , 1 , 0 , 0 , 0
Rape , 0 , 0 , 1 , 2 , 0 , 0
Firearm , 1 , 0 , 5 , 2 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 0 , 0
Other Dangerous Weapon , 1 , 0 , 2 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 1 , 0 , 3 , 3 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 1 , 0
Other Dangerous Weapon , 1 , 0 , 4 , 0 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 2 , 0 , 4 , 1 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 24 , 0 , 87 , 63 , 28 , 4
Forcible Entry , 1 , 0 , 8 , 4 , 1 , 0
Unlawful Entry , 3 , 0 , 8 , 2 , 0 , 0
Attempted Forcible Entry , 1 , 0 , 6 , 2 , 1 , 1
Larceny - Theft , 21 , 0 , 84 , 51 , 6 , 2
Autos , 3 , 0 , 6 , 8 , 2 , 0
Trucks and Buses , 0 , 0 , 1 , 3 , 0 , 0
Other Vehicle , 0 , 0 , 1 , 2 , 0 , 0
