crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Attempted Rape , 0 , 0 , 0 , 1 , 0 , 0
Firearm , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 1 , 1 , 1 , 0
Gun , 0 , 0 , 0 , 1 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 2 , 1 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 4 , 1 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 5 , 0 , 19 , 15 , 14 , 0
Forcible Entry , 0 , 0 , 0 , 27 , 23 , 0
Unlawful Entry , 0 , 0 , 1 , 3 , 2 , 0
Attempted Forcible Entry , 0 , 0 , 1 , 4 , 4 , 0
Larceny - Theft , 9 , 0 , 22 , 30 , 11 , 0
Autos , 0 , 0 , 2 , 1 , 0 , 0
Other Vehicle , 1 , 0 , 4 , 1 , 0 , 0
