crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Murder , 1 , 0 , 1 , 1 , 1 , 0
Rape , 1 , 0 , 9 , 13 , 7 , 6
Firearm , 5 , 0 , 23 , 21 , 10 , 2
Knife or Cutting Instrument , 2 , 0 , 13 , 14 , 4 , 1
Other Dangerous Weapon , 1 , 0 , 4 , 3 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 9 , 0 , 54 , 39 , 2 , 0
Gun , 3 , 0 , 13 , 9 , 6 , 0
Knife or Cutting Instrument , 4 , 0 , 18 , 14 , 6 , 1
Other Dangerous Weapon , 0 , 0 , 13 , 12 , 5 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 7 , 0 , 14 , 15 , 4 , 1
"Simple (Hands, Fists, Feet, etc.) ", 55 , 0 , 218 , 198 , 73 , 9
Forcible Entry , 11 , 0 , 80 , 31 , 3 , 0
Unlawful Entry , 9 , 0 , 65 , 28 , 1 , 0
Attempted Forcible Entry , 4 , 0 , 12 , 6 , 1 , 0
Larceny - Theft , 71 , 0 , 318 , 225 , 21 , 4
Autos , 7 , 0 , 23 , 22 , 0 , 0
Trucks and Buses , 0 , 0 , 2 , 0 , 0 , 0
Other Vehicle , 0 , 0 , 1 , 2 , 0 , 0
