crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 1 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 1 , 0 , 3 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 3 , 1 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 2 , 2 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 3 , 1 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 11 , 0 , 37 , 25 , 15 , 1
Forcible Entry , 0 , 0 , 5 , 4 , 0 , 0
Unlawful Entry , 1 , 0 , 5 , 1 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 2 , 1 , 0 , 0
Larceny - Theft , 10 , 0 , 30 , 20 , 1 , 1
Autos , 0 , 0 , 1 , 2 , 0 , 0
Trucks and Buses , 0 , 0 , 0 , 1 , 0 , 0
