crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 0 , 1 , 0 , 0
Firearm , 0 , 0 , 4 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 2 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 1 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 1 , 2 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 2 , 3 , 4 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 3 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 2 , 2 , 2 , 1
"Simple (Hands, Fists, Feet, etc.) ", 2 , 0 , 37 , 32 , 4 , 0
Forcible Entry , 1 , 0 , 9 , 3 , 0 , 0
Unlawful Entry , 1 , 0 , 3 , 8 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 17 , 1 , 0 , 0
Larceny - Theft , 14 , 0 , 73 , 40 , 7 , 3
Autos , 1 , 0 , 2 , 7 , 0 , 0
Other Vehicle , 0 , 0 , 2 , 0 , 0 , 0
