crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 1 , 1 , 1 , 0
Firearm , 0 , 0 , 0 , 1 , 1 , 0
Knife or Cutting Instrument , 1 , 0 , 1 , 1 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 2 , 0 , 3 , 1 , 1 , 0
Knife or Cutting Instrument , 1 , 0 , 1 , 2 , 2 , 0
Other Dangerous Weapon , 0 , 0 , 3 , 3 , 2 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 1 , 0 , 5 , 8 , 7 , 1
"Simple (Hands, Fists, Feet, etc.) ", 27 , 0 , 89 , 79 , 78 , 14
Forcible Entry , 3 , 0 , 20 , 16 , 9 , 1
Unlawful Entry , 1 , 0 , 5 , 21 , 3 , 0
Attempted Forcible Entry , 0 , 0 , 6 , 4 , 3 , 0
Larceny - Theft , 29 , 0 , 136 , 94 , 38 , 3
Other Vehicle , 0 , 0 , 0 , 1 , 1 , 0
