crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Firearm , 0 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 1 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 3 , 4 , 3 , 0
"Simple (Hands, Fists, Feet, etc.) ", 1 , 0 , 4 , 11 , 1 , 0
Forcible Entry , 1 , 0 , 3 , 1 , 0 , 0
Unlawful Entry , 0 , 0 , 2 , 1 , 0 , 0
Larceny - Theft , 5 , 0 , 14 , 17 , 1 , 0
Autos , 0 , 0 , 5 , 2 , 0 , 0
