crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 1 , 0 , 2 , 4 , 2 , 0
Firearm , 0 , 0 , 2 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 1 , 0 , 1 , 0 , 0
Other Dangerous Weapon , 0 , 1 , 3 , 6 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 2 , 6 , 2 , 0
Gun , 0 , 1 , 0 , 1 , 1 , 1
Knife or Cutting Instrument , 0 , 1 , 2 , 4 , 1 , 0
Other Dangerous Weapon , 0 , 2 , 2 , 6 , 4 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 1 , 0 , 3 , 3 , 3 , 0
"Simple (Hands, Fists, Feet, etc.) ", 24 , 19 , 121 , 99 , 38 , 0
Forcible Entry , 11 , 11 , 52 , 75 , 5 , 0
Unlawful Entry , 4 , 4 , 7 , 19 , 5 , 0
Larceny - Theft , 103 , 93 , 468 , 400 , 81 , 5
Autos , 3 , 4 , 8 , 11 , 0 , 0
