crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Murder , 0 , 0 , 1 , 1 , 0 , 0
Rape , 3 , 0 , 7 , 5 , 1 , 1
Attempted Rape , 0 , 0 , 1 , 1 , 0 , 0
Firearm , 2 , 0 , 12 , 11 , 2 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 3 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 3 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 3 , 0 , 14 , 10 , 2 , 0
Gun , 2 , 0 , 3 , 16 , 4 , 0
Knife or Cutting Instrument , 0 , 0 , 6 , 11 , 8 , 0
Other Dangerous Weapon , 3 , 0 , 8 , 7 , 4 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 3 , 0 , 5 , 8 , 6 , 0
"Simple (Hands, Fists, Feet, etc.) ", 37 , 0 , 159 , 152 , 45 , 0
Forcible Entry , 9 , 0 , 59 , 37 , 2 , 1
Unlawful Entry , 22 , 0 , 51 , 36 , 2 , 0
Attempted Forcible Entry , 3 , 0 , 12 , 2 , 0 , 0
Larceny - Theft , 145 , 0 , 621 , 399 , 101 , 12
Autos , 8 , 0 , 16 , 24 , 0 , 0
Trucks and Buses , 0 , 0 , 5 , 0 , 0 , 0
Other Vehicle , 0 , 0 , 4 , 4 , 0 , 0
