crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Firearm , 1 , 0 , 4 , 3 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 2 , 3 , 2 , 1
Gun , 0 , 0 , 0 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 2 , 1 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 0 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 13 , 0 , 36 , 28 , 16 , 0
Forcible Entry , 5 , 0 , 18 , 13 , 0 , 0
Unlawful Entry , 5 , 0 , 14 , 4 , 2 , 1
Attempted Forcible Entry , 0 , 0 , 2 , 0 , 0 , 0
Larceny - Theft , 12 , 0 , 59 , 33 , 3 , 1
Autos , 0 , 0 , 1 , 0 , 0 , 0
Trucks and Buses , 1 , 0 , 2 , 0 , 0 , 0
