crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Firearm , 1 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 2 , 0 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 1 , 0 , 2 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 4 , 0 , 11 , 16 , 10 , 0
Forcible Entry , 2 , 0 , 5 , 2 , 0 , 0
Unlawful Entry , 0 , 0 , 2 , 4 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 1 , 0 , 0 , 0
Larceny - Theft , 9 , 0 , 47 , 44 , 5 , 2
Autos , 0 , 0 , 3 , 1 , 0 , 0
Other Vehicle , 0 , 0 , 0 , 2 , 0 , 0
