crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Murder , 0 , 0 , 0 , 1 , 1 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 1 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 2 , 0 , 5 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 4 , 0 , 26 , 12 , 5 , 5
Forcible Entry , 0 , 0 , 4 , 1 , 0 , 0
Unlawful Entry , 2 , 0 , 4 , 3 , 0 , 0
Larceny - Theft , 8 , 0 , 55 , 32 , 3 , 1
Autos , 1 , 0 , 11 , 3 , 0 , 0
Other Vehicle , 1 , 0 , 1 , 0 , 0 , 0
