crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 2 , 3 , 1 , 0
Firearm , 0 , 0 , 0 , 2 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 3 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 2 , 0 , 3 , 1 , 0 , 0
Gun , 0 , 0 , 0 , 1 , 0 , 0
Knife or Cutting Instrument , 1 , 0 , 2 , 1 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 3 , 9 , 6 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 3 , 2 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 20 , 0 , 70 , 82 , 30 , 3
Forcible Entry , 2 , 0 , 19 , 13 , 4 , 0
Unlawful Entry , 6 , 0 , 21 , 9 , 0 , 0
Attempted Forcible Entry , 1 , 0 , 5 , 10 , 1 , 0
Larceny - Theft , 30 , 0 , 126 , 91 , 7 , 0
Autos , 1 , 0 , 4 , 5 , 0 , 0
Other Vehicle , 1 , 0 , 2 , 0 , 0 , 0
