crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Murder , 0 , 0 , 0 , 0 , 0 , 0
Rape , 0 , 0 , 0 , 1 , 1 , 0
Firearm , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 2 , 0 , 2 , 0 , 0
Knife or Cutting Instrument , 1 , 0 , 1 , 1 , 0 , 0
Other Dangerous Weapon , 1 , 0 , 1 , 1 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 1 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 8 , 11 , 24 , 31 , 21 , 2
Forcible Entry , 2 , 0 , 3 , 3 , 0 , 0
Unlawful Entry , 2 , 0 , 3 , 1 , 1 , 0
Larceny - Theft , 15 , 19 , 57 , 59 , 6 , 0
Autos , 1 , 2 , 13 , 9 , 1 , 0
Trucks and Buses , 0 , 0 , 0 , 1 , 0 , 0
