crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Murder , 0 , 0 , 0 , 1 , 1 , 0
Rape , 0 , 0 , 0 , 3 , 3 , 0
Firearm , 0 , 0 , 1 , 4 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 0 , 0
Other Dangerous Weapon , 1 , 0 , 2 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 1 , 0 , 4 , 3 , 4 , 1
Gun , 0 , 0 , 1 , 1 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 4 , 1 , 1 , 0
Other Dangerous Weapon , 2 , 0 , 7 , 6 , 5 , 2
"Aggravated (Hands, Fists, Feet, etc.) ", 2 , 0 , 16 , 14 , 13 , 1
"Simple (Hands, Fists, Feet, etc.) ", 35 , 0 , 108 , 84 , 48 , 14
Forcible Entry , 6 , 0 , 26 , 12 , 2 , 0
Unlawful Entry , 4 , 0 , 15 , 11 , 2 , 1
Attempted Forcible Entry , 12 , 0 , 45 , 16 , 4 , 1
Larceny - Theft , 77 , 0 , 324 , 219 , 52 , 10
Autos , 3 , 0 , 8 , 5 , 0 , 0
Other Vehicle , 0 , 0 , 2 , 3 , 0 , 0
