crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Other Dangerous Weapon , 1 , 0 , 2 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 1 , 0 , 0 , 0
Gun , 0 , 0 , 0 , 1 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 1 , 0 , 0
Other Dangerous Weapon , 2 , 0 , 3 , 3 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 2 , 0 , 5 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 5 , 0 , 27 , 10 , 0 , 0
Forcible Entry , 1 , 0 , 4 , 9 , 0 , 0
Unlawful Entry , 1 , 0 , 7 , 3 , 0 , 0
Attempted Forcible Entry , 2 , 0 , 10 , 6 , 0 , 0
Larceny - Theft , 34 , 0 , 95 , 55 , 3 , 0
Autos , 0 , 0 , 0 , 2 , 0 , 0
Trucks and Buses , 1 , 0 , 1 , 0 , 0 , 0
