crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 2 , 0 , 4 , 2 , 1 , 0
Firearm , 0 , 0 , 3 , 3 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 1 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 2 , 1 , 0
"Strong Arm (Hands, Fists, etc.) ", 4 , 0 , 9 , 7 , 4 , 2
Gun , 0 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 5 , 2 , 1 , 0
Other Dangerous Weapon , 2 , 0 , 7 , 6 , 6 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 1 , 0 , 4 , 33 , 34 , 1
"Simple (Hands, Fists, Feet, etc.) ", 35 , 0 , 134 , 75 , 68 , 4
Forcible Entry , 1 , 0 , 14 , 8 , 0 , 0
Unlawful Entry , 3 , 0 , 23 , 20 , 1 , 0
Attempted Forcible Entry , 2 , 0 , 9 , 12 , 0 , 0
Larceny - Theft , 47 , 0 , 188 , 186 , 39 , 3
Autos , 2 , 0 , 7 , 4 , 0 , 0
Trucks and Buses , 0 , 0 , 0 , 3 , 0 , 0
