crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Firearm , 0 , 0 , 2 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 1 , 0 , 3 , 0 , 0 , 0
Gun , 1 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 0 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 2 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 16 , 0 , 56 , 0 , 0 , 0
Forcible Entry , 4 , 0 , 9 , 0 , 0 , 0
Unlawful Entry , 1 , 0 , 7 , 0 , 0 , 0
Attempted Forcible Entry , 1 , 0 , 1 , 0 , 0 , 0
Larceny - Theft , 77 , 0 , 420 , 0 , 0 , 0
Autos , 5 , 0 , 14 , 0 , 0 , 0
Trucks and Buses , 0 , 0 , 1 , 0 , 0 , 0
Other Vehicle , 2 , 0 , 4 , 0 , 0 , 0
