crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 0 , 1 , 1 , 1
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
Gun , 1 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 1 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 2 , 0 , 20 , 19 , 16 , 0
Forcible Entry , 1 , 0 , 5 , 8 , 0 , 0
Unlawful Entry , 1 , 0 , 7 , 3 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 2 , 3 , 0 , 0
Larceny - Theft , 9 , 0 , 39 , 22 , 4 , 0
