crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 1 , 0 , 3 , 0 , 0 , 0
Attempted Rape , 0 , 0 , 0 , 1 , 0 , 0
Firearm , 0 , 0 , 3 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 2 , 0 , 4 , 1 , 1 , 0
Knife or Cutting Instrument , 2 , 0 , 3 , 2 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 2 , 1 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 11 , 8 , 7 , 0
"Simple (Hands, Fists, Feet, etc.) ", 13 , 0 , 51 , 22 , 8 , 0
Forcible Entry , 2 , 0 , 17 , 8 , 1 , 0
Unlawful Entry , 4 , 0 , 21 , 5 , 2 , 0
Attempted Forcible Entry , 0 , 0 , 4 , 1 , 0 , 0
Larceny - Theft , 25 , 0 , 156 , 73 , 15 , 0
Autos , 0 , 0 , 4 , 2 , 0 , 0
Other Vehicle , 0 , 0 , 0 , 1 , 0 , 0
