crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 1 , 0 , 0 , 0
Firearm , 0 , 0 , 2 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 2 , 0 , 4 , 1 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 1 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 1 , 0 , 1 , 1 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 10 , 0 , 37 , 13 , 2 , 0
Forcible Entry , 4 , 0 , 23 , 3 , 0 , 0
Unlawful Entry , 1 , 0 , 8 , 6 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 3 , 1 , 0 , 0
Larceny - Theft , 17 , 0 , 64 , 53 , 7 , 3
Autos , 1 , 0 , 2 , 5 , 1 , 1
