crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Murder , 0 , 0 , 1 , 0 , 0 , 0
Rape , 0 , 0 , 1 , 2 , 1 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 2 , 1 , 0 , 0
Gun , 0 , 0 , 0 , 1 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 1 , 0 , 0
Other Dangerous Weapon , 1 , 0 , 2 , 4 , 3 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 1 , 0 , 4 , 3 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 17 , 0 , 50 , 40 , 17 , 0
Forcible Entry , 3 , 0 , 11 , 10 , 0 , 0
Unlawful Entry , 0 , 0 , 9 , 2 , 1 , 0
Attempted Forcible Entry , 0 , 0 , 2 , 1 , 1 , 0
Larceny - Theft , 11 , 0 , 68 , 46 , 7 , 0
Other Vehicle , 1 , 0 , 4 , 2 , 0 , 0
