crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Murder , 1 , 0 , 1 , 0 , 0 , 0
Firearm , 0 , 0 , 1 , 1 , 1 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 1 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 1 , 0 , 2 , 3 , 1 , 0
Gun , 0 , 0 , 3 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 4 , 0 , 0 , 0
Other Dangerous Weapon , 2 , 0 , 5 , 2 , 2 , 1
"Aggravated (Hands, Fists, Feet, etc.) ", 1 , 0 , 1 ,(1) , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 24 , 0 , 65 , 48 , 38 , 3
Forcible Entry , 4 , 0 , 37 , 24 , 2 , 0
Unlawful Entry , 0 , 0 , 3 , 2 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 1 , 0 , 0 , 0
Larceny - Theft , 33 , 0 , 160 , 97 , 25 , 0
Autos , 0 , 0 , 2 , 2 , 0 , 0
Other Vehicle , 0 , 0 , 1 , 0 , 0 , 0
