crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 1 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 1 , 0
Other Dangerous Weapon , 1 , 0 , 1 , 0 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 0 , 1 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 1 , 3 , 5 , 7 , 7 , 0
Forcible Entry , 1 , 0 , 3 , 1 , 0 , 0
Unlawful Entry , 0 , 0 , 1 , 2 , 1 , 0
Attempted Forcible Entry , 0 , 0 , 1 , 0 , 0 , 0
Larceny - Theft , 6 , 7 , 18 , 20 , 5 , 0
Autos , 1 , 0 , 2 , 0 , 0 , 0
