crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Firearm , 0 , 0 , 1 , 0 , 0 , 0
Gun , 0 , 0 , 0 , 1 , 1 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 0 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 1 , 1 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 3 , 0 , 9 , 10 , 10 , 0
Forcible Entry , 0 , 0 , 3 , 5 , 0 , 0
Unlawful Entry , 3 , 0 , 5 , 3 , 2 , 0
Attempted Forcible Entry , 1 , 0 , 1 , 1 , 0 , 0
Larceny - Theft , 6 , 0 , 19 , 18 , 1 , 0
Trucks and Buses , 0 , 0 , 0 , 1 , 0 , 0
Other Vehicle , 1 , 0 , 1 , 0 , 0 , 0
