crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 0 , 1 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 1 , 1 , 1
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 1 , 0 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 7 , 0 , 15 , 6 , 2 , 0
Forcible Entry , 1 , 0 , 6 , 3 , 1 , 0
Unlawful Entry , 0 , 0 , 0 , 1 , 0 , 0
Attempted Forcible Entry , 1 , 0 , 1 , 0 , 0 , 0
Larceny - Theft , 12 , 0 , 41 , 41 , 1 , 0
Autos , 0 , 0 , 0 , 1 , 1 , 0
Other Vehicle , 0 , 0 , 1 , 0 , 0 , 0
