crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 0 , 1 , 2 , 1 , 0
Attempted Rape , 0 , 0 , 0 , 1 , 0 , 0
Firearm , 0 , 0 , 2 , 1 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 1 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 0 , 1 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 1 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 2 , 5 , 2 , 2
"Simple (Hands, Fists, Feet, etc.) ", 5 , 0 , 20 , 15 , 8 , 3
Forcible Entry , 1 , 0 , 6 , 2 , 8 , 0
Unlawful Entry , 0 , 0 , 7 , 1 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 0 , 2 , 0 , 0
Larceny - Theft , 7 , 0 , 38 , 34 , 2 , 0
Autos , 0 , 0 , 0 , 2 , 0 , 0
