crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Murder , 0 , 0 , 1 , 1 , 1 , 0
Rape , 2 , 0 , 2 , 0 , 0 , 0
Firearm , 0 , 0 , 3 , 4 , 2 , 1
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 1 , 0
"Strong Arm (Hands, Fists, etc.) ", 0 , 0 , 3 , 1 , 0 , 0
Gun , 3 , 0 , 3 , 6 , 0 , 0
Knife or Cutting Instrument , 2 , 0 , 4 , 1 , 1 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 1 , 1 , 0 , 0
"Simple (Hands, Fists, Feet, etc.) ", 16 , 0 , 73 , 35 , 12 , 1
Forcible Entry , 7 , 0 , 26 , 11 , 2 , 0
Unlawful Entry , 4 , 0 , 11 , 4 , 0 , 0
Attempted Forcible Entry , 0 , 0 , 2 , 3 , 1 , 0
Larceny - Theft , 14 , 0 , 69 , 26 , 8 , 4
Autos , 2 , 0 , 3 , 0 , 0 , 0
Trucks and Buses , 1 , 0 , 1 , 0 , 0 , 0
Other Vehicle , 1 , 0 , 1 , 0 , 0 , 0
