crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Murder , 0 , 0 , 1 , 0 , 0 , 0
Rape , 0 , 0 , 0 , 1 , 1 , 0
Firearm , 1 , 0 , 3 , 1 , 0 , 0
Other Dangerous Weapon , 0 , 0 , 0 , 1 , 1 , 0
"Strong Arm (Hands, Fists, etc.) ", 2 , 0 , 4 , 1 , 0 , 0
Gun , 0 , 0 , 1 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 0 , 1 , 1 , 0
Other Dangerous Weapon , 1 , 0 , 3 , 0 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 3 , 2 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 7 , 0 , 45 , 38 , 15 , 2
Forcible Entry , 5 , 0 , 11 , 8 , 2 , 0
Unlawful Entry , 2 , 0 , 6 , 8 , 2 , 0
Attempted Forcible Entry , 2 , 0 , 4 , 3 , 0 , 0
Larceny - Theft , 46 , 0 , 180 , 178 , 32 , 0
Autos , 0 , 0 , 3 , 8 , 1 , 0
Other Vehicle , 0 , 0 , 2 , 0 , 0 , 0
