crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Murder , 0 , 0 , 0 , 1 , 1 , 0
"Strong Arm (Hands, Fists, etc.) ", 1 , 0 , 1 , 2 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 0 , 0 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 1 , 0 , 4 , 1 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 4 , 0 , 12 , 13 , 10 , 1
Forcible Entry , 1 , 0 , 3 , 8 , 1 , 0
Unlawful Entry , 0 , 0 , 2 , 2 , 1 , 0
Attempted Forcible Entry , 0 , 0 , 0 , 1 , 0 , 0
Larceny - Theft , 4 , 0 , 17 , 37 , 4 , 0
Autos , 0 , 0 , 1 , 2 , 0 , 0
Other Vehicle , 0 , 0 , 0 , 1 , 0 , 0
