crime,month_last_yr,month_this_yr,ytd_last,ytd_this_yr,cleared,juvie_cleared
Rape , 0 , 1 , 1 , 1 , 0 , 0
Knife or Cutting Instrument , 2 , 0 , 2 , 0 , 0 , 0
Other Dangerous Weapon , 1 , 0 , 2 , 0 , 0 , 0
"Strong Arm (Hands, Fists, etc.) ", 1 , 0 , 2 , 0 , 0 , 0
Knife or Cutting Instrument , 0 , 0 , 1 , 2 , 2 , 0
Other Dangerous Weapon , 0 , 0 , 2 , 6 , 5 , 0
"Aggravated (Hands, Fists, Feet, etc.) ", 0 , 0 , 1 , 0 , 1 , 0
"Simple (Hands, Fists, Feet, etc.) ", 12 , 11 , 51 , 68 , 14 , 0
Forcible Entry , 2 , 2 , 12 , 13 , 2 , 0
Unlawful Entry , 2 , 0 , 5 , 4 , 0 , 0
Attempted Forcible Entry , 1 , 0 , 1 , 1 , 0 , 0
Larceny - Theft , 22 , 20 , 81 , 90 , 16 , 0
Autos , 0 , 2 , 2 , 2 , 1 , 0
Trucks and Buses , 1 , 0 , 1 , 0 , 0 , 0
